日期,代號,名稱,權重,張數
2026-05-11,5274,信驊科技,2.38,23
2026-05-12,2344,華邦電子,2.04,2892
2026-05-12,2891,中國信託金融控股,0.81,2614
2026-05-12,2317,鴻海精密工業,2.76,1905
2026-05-12,2884,玉山金融控股,0.34,1833
2026-05-12,2408,南亞科技,2.81,1510
2026-05-12,2382,廣達電腦,2.85,1445
2026-05-12,3231,緯創資通,0.92,1127
2026-05-12,3036,文曄科技,1.11,693
2026-05-12,2330,台灣積體電路製造,7.94,607
2026-05-12,4915,致伸科技,0.23,547
2026-05-12,3711,日月光投資控股,1.72,536
2026-05-12,2548,華固建設,0.34,470
2026-05-12,2308,台達電子工業,5.84,459
2026-05-12,1477,聚陽實業,0.49,369
2026-05-12,2368,金像電子（股）公司,2.41,299
2026-05-12,3189,景碩科技,0.8,280
2026-05-12,8210,勤誠興業,2.41,268
2026-05-12,6584,南俊國際,1.03,260
2026-05-12,3044,健鼎科技,0.71,253
2026-05-12,3037,欣興電子,1.22,240
2026-05-12,2360,致茂電子,3.23,228
2026-05-12,2376,技嘉科技,0.42,225
2026-05-12,6831,邁科科技,0.81,224
2026-05-12,6274,台燿科技,1.87,222
2026-05-12,2345,智邦科技,3.05,208
2026-05-12,8996,高力熱處理工業,1.24,203
2026-05-12,2454,聯發科技,4.03,188
2026-05-12,3017,奇鋐科技,2.69,184
2026-05-12,3264,欣銓科技,0.21,158
2026-05-12,8299,群聯電子,2.37,150
2026-05-12,6805,富世達,1.59,148
2026-05-12,2383,台光電子材料,3.81,134
2026-05-12,3665,貿聯控股（BizLink Holding In,2.1,130
2026-05-12,3293,鈊象電子,0.55,129
2026-05-12,5904,寶雅國際,0.3,92
2026-05-12,7769,鴻勁精密,3.43,86
2026-05-12,6669,緯穎科技服務,2.79,83
2026-05-12,2059,川湖科技,2.59,82
2026-05-12,1519,華城電機,0.38,72
2026-05-12,6223,旺矽科技,2.26,71
2026-05-12,6442,光紅建聖,0.78,71
2026-05-12,3653,健策精密工業,1.5,66
2026-05-12,3081,聯亞光電工業,1.15,65
2026-05-12,3533,嘉澤端子工業,0.88,54
2026-05-12,5434,崇越科技,0.13,54
2026-05-12,3443,創意電子,1.61,50
2026-05-12,6515,穎崴科技,2.13,37
2026-05-12,5274,信驊科技,2.4,23
